Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter
08/03/2018,594,16,9.5,56,3.1,994,1.1,1.1,0.0,0.0,1,1,0.0,1.0,0.0,0.0
08/03/2018,533,21,3.1,74,3.2,465,-1.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/03/2018,272,0,3.0,72,2.3,473,-1.5,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/03/2018,228,1,2.8,73,2.6,413,-1.5,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/03/2018,155,2,2.8,74,1.2,415,-1.3,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/03/2018,66,4,2.5,76,1.0,403,-1.3,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/03/2018,1041,8,1.8,67,0.7,1917,-3.6,0.19,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/03/2018,444,11,5.9,51,0.7,1866,-3.4,0.91,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/03/2018,718,19,5.4,60,3.9,990,-1.7,0.02,0.0,0.0,1,1,0.0,1.0,0.0,0.0
10/03/2018,328,0,2.1,74,1.4,970,-2.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
10/03/2018,416,10,3.5,65,2.4,539,-2.4,0.87,0.0,0.0,1,1,0.0,1.0,0.0,0.0
10/03/2018,497,11,5.7,58,2.3,700,-1.9,2.08,0.0,0.0,1,1,0.0,1.0,0.0,0.0
10/03/2018,931,15,8.1,36,4.7,1964,-6.1,2.23,0.0,0.0,1,1,0.0,1.0,0.0,0.0
10/03/2018,573,19,5.3,67,2.6,1314,-0.3,0.02,0.0,0.0,1,1,0.0,1.0,0.0,0.0
10/03/2018,421,22,5.0,75,2.2,1084,0.9,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
11/03/2018,394,10,5.9,69,2.6,330,0.6,1.43,0.0,0.0,1,1,0.0,1.0,0.0,0.0
11/03/2018,1154,14,11.6,20,2.7,1647,-10.6,2.69,0.0,0.0,1,1,0.0,1.0,0.0,0.0
11/03/2018,776,18,9.4,22,2.9,1995,-11.2,0.55,0.0,0.0,1,1,0.0,1.0,0.0,0.0
11/03/2018,419,22,5.3,31,2.3,1842,-10.5,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
12/03/2018,47,4,2.8,52,0.6,1249,-6.1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
12/03/2018,463,11,9.2,33,1.1,892,-6.2,1.54,0.0,0.0,1,1,0.0,1.0,0.0,0.0
12/03/2018,588,13,13.6,34,1.8,458,-1.9,2.23,0.0,0.0,1,1,0.0,1.0,0.0,0.0
12/03/2018,1425,18,12.2,43,2.8,463,0.0,0.41,0.0,0.0,1,1,0.0,1.0,0.0,0.0
13/03/2018,252,6,7.0,58,0.7,537,-0.7,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
13/03/2018,428,10,10.9,40,0.5,714,-2.1,0.55,0.0,0.0,1,1,0.0,1.0,0.0,0.0
13/03/2018,815,15,18.6,47,3.3,1560,7.0,2.08,0.0,0.0,1,1,0.0,1.0,0.0,0.0
13/03/2018,1224,19,14.1,77,2.0,1240,10.1,0.04,0.0,0.0,1,1,0.0,1.0,0.0,0.0
13/03/2018,982,21,13.7,79,2.0,1035,10.1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
14/03/2018,226,2,13.8,70,1.3,1363,8.4,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
14/03/2018,552,10,15.7,58,1.3,1980,7.4,0.69,0.0,0.0,1,1,0.0,1.0,0.0,0.0
14/03/2018,1325,17,20.5,49,3.5,2000,9.4,1.18,0.0,0.0,1,1,0.0,1.0,0.0,0.0
14/03/2018,1275,20,17.2,60,2.5,1993,9.3,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
14/03/2018,587,23,16.1,69,1.8,1666,10.4,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/03/2018,466,0,16.0,69,2.4,1863,10.3,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/03/2018,51,3,16.5,69,2.4,1659,10.7,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/03/2018,10,6,14.4,96,0.7,453,13.7,0.0,8.0,0.0,1,1,0.0,1.0,0.0,0.0
15/03/2018,15,7,14.3,97,0.3,189,13.8,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/03/2018,39,8,14.1,97,1.1,342,13.6,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/03/2018,204,12,13.3,97,2.9,771,12.8,0.19,2.0,0.0,1,1,0.0,1.0,0.0,0.0
15/03/2018,329,15,11.6,97,3.4,117,11.1,0.26,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/03/2018,214,16,10.7,98,1.2,196,10.3,0.14,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/03/2018,676,18,10.4,98,2.5,116,10.0,0.03,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/03/2018,606,19,10.4,98,2.0,391,10.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
16/03/2018,287,0,8.4,86,2.2,2000,6.1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
16/03/2018,85,4,5.7,62,2.4,2000,-1.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
16/03/2018,705,12,9.4,40,2.6,1913,-3.5,2.78,0.0,0.0,1,1,0.0,1.0,0.0,0.0
16/03/2018,1641,18,10.0,33,1.2,2000,-5.5,0.68,0.0,0.0,1,1,0.0,1.0,0.0,0.0
16/03/2018,710,21,5.8,43,1.8,2000,-5.8,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/03/2018,414,0,3.7,48,1.6,2000,-6.3,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/03/2018,268,2,2.3,56,0.6,2000,-5.5,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/03/2018,157,3,1.8,59,0.7,2000,-5.3,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/03/2018,103,4,1.3,61,0.7,2000,-5.4,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/03/2018,742,11,8.0,39,1.2,1783,-5.1,2.26,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/03/2018,1272,17,12.1,34,2.5,1240,-3.3,0.81,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/03/2018,934,18,10.6,42,2.8,1307,-1.8,0.31,0.0,0.0,1,1,0.0,1.0,0.0,0.0
18/03/2018,293,8,5.9,58,1.8,861,-1.7,0.11,0.0,0.0,1,1,0.0,1.0,0.0,0.0
18/03/2018,881,13,10.6,43,1.3,705,-1.4,1.07,0.0,0.0,1,1,0.0,1.0,0.0,0.0
18/03/2018,993,14,11.0,41,1.1,763,-1.7,0.81,0.0,0.0,1,1,0.0,1.0,0.0,0.0
18/03/2018,71,21,8.8,72,0.9,501,4.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/03/2018,38,1,6.7,84,0.8,320,4.1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/03/2018,9,4,6.3,90,1.0,240,4.7,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/03/2018,91,6,6.5,88,1.2,417,4.6,0.0,0.2,0.0,1,1,0.0,1.0,0.0,0.0
19/03/2018,370,7,6.5,88,1.4,515,4.6,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/03/2018,393,11,10.2,65,3.3,2000,3.9,0.57,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/03/2018,1200,18,8.6,55,2.4,1958,0.0,0.09,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/03/2018,565,22,7.6,48,3.1,2000,-2.7,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
20/03/2018,719,17,4.9,43,4.3,2000,-6.6,0.42,0.0,0.0,1,1,0.0,1.0,0.0,0.0
20/03/2018,1111,18,4.1,43,3.5,2000,-7.3,0.21,0.0,0.0,1,1,0.0,1.0,0.0,0.0
20/03/2018,494,21,2.3,40,3.3,2000,-9.9,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/03/2018,117,14,1.9,89,1.5,102,0.2,0.41,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/03/2018,241,16,2.4,79,1.9,1995,-0.8,0.37,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/03/2018,402,19,2.0,81,0.7,2000,-0.9,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/03/2018,120,20,1.7,85,1.3,396,-0.5,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/03/2018,320,22,1.2,87,0.9,1802,-0.7,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
22/03/2018,247,1,1.6,85,2.0,952,-0.6,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
22/03/2018,600,7,0.6,85,1.5,1321,-1.6,0.01,0.0,0.0,1,1,0.0,1.0,0.0,0.0
22/03/2018,758,15,10.7,34,4.5,1850,-4.5,2.51,0.0,0.0,1,1,0.0,1.0,0.0,0.0
22/03/2018,752,16,10.3,34,3.8,1850,-4.9,1.93,0.0,0.0,1,1,0.0,1.0,0.0,0.0
22/03/2018,923,19,6.2,54,1.8,883,-2.4,0.08,0.0,0.0,1,1,0.0,1.0,0.0,0.0
23/03/2018,128,3,1.9,81,1.1,525,-1.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
23/03/2018,661,7,2.5,79,1.4,536,-0.7,0.01,0.0,0.0,1,1,0.0,1.0,0.0,0.0
23/03/2018,461,10,5.4,64,1.6,637,-0.8,1.7,0.0,0.0,1,1,0.0,1.0,0.0,0.0
23/03/2018,901,16,12.2,24,2.8,1655,-7.8,1.98,0.0,0.0,1,1,0.0,1.0,0.0,0.0
23/03/2018,638,22,5.3,63,1.8,591,-1.1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
23/03/2018,422,23,5.0,42,1.7,717,-6.8,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
24/03/2018,456,9,6.5,40,2.5,588,-6.1,0.69,0.0,0.0,1,1,0.0,1.0,0.0,0.0
24/03/2018,880,13,12.4,50,2.5,379,2.2,2.48,0.0,0.0,1,1,0.0,1.0,0.0,0.0
24/03/2018,513,20,7.1,83,3.3,203,4.4,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
24/03/2018,487,21,6.7,84,2.8,193,4.1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
25/03/2018,267,1,6.4,82,1.2,186,3.5,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
25/03/2018,139,3,5.5,83,0.9,186,2.8,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
25/03/2018,71,6,4.6,84,0.7,193,2.1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
25/03/2018,331,9,6.3,73,1.3,218,1.8,0.79,0.0,0.0,1,1,0.0,1.0,0.0,0.0
25/03/2018,359,10,8.4,65,1.8,229,2.1,1.67,0.0,0.0,1,1,0.0,1.0,0.0,0.0
25/03/2018,456,21,9.8,74,2.2,219,5.3,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
26/03/2018,98,5,5.4,97,1.5,38,4.9,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
26/03/2018,604,15,17.6,33,3.6,985,1.1,2.44,0.0,0.0,1,1,0.0,1.0,0.0,0.0
26/03/2018,835,20,12.9,42,2.8,1047,0.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
27/03/2018,278,1,8.7,70,0.9,398,3.5,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
27/03/2018,127,3,8.1,71,0.9,378,3.1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
27/03/2018,110,5,8.0,63,0.8,439,1.3,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
27/03/2018,1201,8,9.3,62,0.6,519,2.3,0.25,0.0,0.0,1,1,0.0,1.0,0.0,0.0
27/03/2018,618,14,19.4,45,2.0,624,7.1,2.05,0.0,0.0,1,1,0.0,1.0,0.0,0.0
27/03/2018,774,16,19.5,50,3.4,613,8.7,1.6,0.0,0.0,1,1,0.0,1.0,0.0,0.0
28/03/2018,629,12,16.5,57,3.8,881,7.9,1.55,0.0,0.0,1,1,0.0,1.0,0.0,0.0
28/03/2018,698,14,18.6,46,4.4,1664,6.7,2.14,0.0,0.0,1,1,0.0,1.0,0.0,0.0
28/03/2018,1288,19,16.0,60,2.8,1436,8.2,0.06,0.0,0.0,1,1,0.0,1.0,0.0,0.0
29/03/2018,716,13,19.5,48,1.9,596,8.1,2.32,0.0,0.0,1,1,0.0,1.0,0.0,0.0
29/03/2018,1079,20,15.6,64,2.7,686,8.8,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
30/03/2018,284,6,10.3,70,1.2,555,5.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
30/03/2018,739,11,17.8,26,2.6,1822,-1.9,2.37,0.0,0.0,1,1,0.0,1.0,0.0,0.0
30/03/2018,1935,18,17.4,57,3.1,657,8.7,0.52,0.0,0.0,1,1,0.0,1.0,0.0,0.0
31/03/2018,502,1,11.5,77,2.0,593,7.6,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
31/03/2018,1218,13,19.3,37,3.0,1257,4.2,2.53,0.0,0.0,1,1,0.0,1.0,0.0,0.0
31/03/2018,1531,17,17.3,36,3.4,1722,2.0,0.8,0.0,0.0,1,1,0.0,1.0,0.0,0.0
31/03/2018,655,23,12.4,63,1.3,1201,5.5,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
01/04/2018,110,6,12.4,61,0.4,1131,5.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
01/04/2018,566,10,14.7,61,2.0,945,7.2,0.64,0.0,0.0,1,1,0.0,1.0,0.0,0.0
01/04/2018,1201,14,17.5,67,2.1,832,11.2,0.42,0.0,0.0,1,1,0.0,1.0,0.0,0.0
01/04/2018,1349,15,18.2,63,2.2,687,11.0,0.72,0.0,0.0,1,1,0.0,1.0,0.0,0.0
01/04/2018,588,23,16.3,82,1.3,480,13.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
02/04/2018,359,6,14.9,81,0.4,580,11.6,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
02/04/2018,806,9,16.6,70,1.5,945,11.0,0.3,0.0,0.0,1,1,0.0,1.0,0.0,0.0
02/04/2018,818,13,21.9,48,2.5,1113,10.3,2.14,0.0,0.0,1,1,0.0,1.0,0.0,0.0
03/04/2018,124,4,16.9,74,1.2,1199,12.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
03/04/2018,163,5,16.9,73,1.6,1275,12.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
03/04/2018,1677,8,17.3,71,0.5,1481,11.9,0.17,0.0,0.0,1,1,0.0,1.0,0.0,0.0
03/04/2018,696,11,19.0,67,1.9,1062,12.7,0.52,0.0,0.0,1,1,0.0,1.0,0.0,0.0
03/04/2018,1223,21,17.0,83,3.2,744,14.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
04/04/2018,113,1,14.8,96,1.7,209,14.1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
04/04/2018,15,2,14.5,97,2.2,179,14.0,0.0,3.5,0.0,1,1,0.0,1.0,0.0,0.0
04/04/2018,744,11,12.8,65,2.0,2000,6.3,1.76,0.0,0.0,1,1,0.0,1.0,0.0,0.0
04/04/2018,928,12,15.3,54,2.1,1989,6.0,2.83,0.0,0.0,1,1,0.0,1.0,0.0,0.0
04/04/2018,951,13,16.7,47,1.4,2000,5.3,3.24,0.0,0.0,1,1,0.0,1.0,0.0,0.0
04/04/2018,1745,17,17.2,46,2.2,2000,5.4,1.6,0.0,0.0,1,1,0.0,1.0,0.0,0.0
04/04/2018,1256,21,11.8,57,1.9,2000,3.5,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
05/04/2018,150,3,8.9,64,2.2,2000,2.4,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
05/04/2018,87,4,8.8,65,2.5,2000,2.5,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
05/04/2018,46,17,8.0,96,1.4,298,7.3,0.13,1.0,0.0,1,1,0.0,1.0,0.0,0.0
06/04/2018,56,0,7.2,95,0.9,861,6.4,0.0,0.5,0.0,1,1,0.0,1.0,0.0,0.0
06/04/2018,312,23,3.8,75,4.1,604,-0.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
07/04/2018,225,1,2.6,67,2.7,1053,-2.9,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
07/04/2018,426,9,3.4,37,3.6,1668,-9.9,1.07,0.0,0.0,1,1,0.0,1.0,0.0,0.0
07/04/2018,919,14,8.1,24,4.7,1914,-11.3,2.99,0.0,0.0,1,1,0.0,1.0,0.0,0.0
07/04/2018,426,22,3.5,41,2.8,2000,-8.5,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
08/04/2018,847,13,7.4,27,1.8,2000,-10.4,0.86,0.0,0.0,1,1,0.0,1.0,0.0,0.0
08/04/2018,343,15,7.3,38,0.8,2000,-6.1,0.38,0.0,0.0,1,1,0.0,1.0,0.0,0.0
08/04/2018,44,19,2.5,94,1.8,349,1.6,0.0,1.0,0.0,1,1,0.0,1.0,0.0,0.0
08/04/2018,177,22,2.7,88,2.0,621,0.9,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/04/2018,197,0,3.2,84,0.6,785,0.7,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/04/2018,239,6,0.1,97,0.6,77,-0.3,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/04/2018,682,9,2.6,96,1.1,316,2.0,0.87,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/04/2018,644,11,7.5,54,0.9,1013,-1.2,2.49,0.0,0.0,1,1,0.0,1.0,0.0,0.0
09/04/2018,1599,19,13.4,33,1.2,1356,-2.5,0.15,0.0,0.0,1,1,0.0,1.0,0.0,0.0
10/04/2018,149,3,8.1,48,0.8,1455,-2.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
10/04/2018,1702,8,9.6,38,1.4,1527,-4.0,0.58,0.0,0.0,1,1,0.0,1.0,0.0,0.0
10/04/2018,1004,17,20.6,39,5.6,2000,6.1,0.74,0.0,0.0,1,1,0.0,1.0,0.0,0.0
10/04/2018,75,22,15.8,83,5.4,691,12.9,0.0,1.5,0.0,1,1,0.0,1.0,0.0,0.0
11/04/2018,0,9,11.8,59,2.1,975,4.0,1.44,0.0,0.0,1,0,0.0,1.0,0.0,0.0
11/04/2018,0,15,17.0,28,3.5,1804,-1.6,2.9,0.0,0.0,1,0,0.0,1.0,0.0,0.0
11/04/2018,0,19,13.2,28,2.9,2000,-4.9,0.22,0.0,0.0,1,0,0.0,1.0,0.0,0.0
11/04/2018,0,21,11.0,34,2.1,2000,-4.2,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0
12/04/2018,504,0,9.5,40,2.4,1987,-3.4,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
12/04/2018,686,10,13.8,39,2.3,1659,0.0,2.09,0.0,0.0,1,1,0.0,1.0,0.0,0.0
12/04/2018,1664,17,18.6,22,3.7,1978,-3.5,1.72,0.0,0.0,1,1,0.0,1.0,0.0,0.0
12/04/2018,2359,18,17.9,16,3.7,2000,-8.3,0.92,0.0,0.0,1,1,0.0,1.0,0.0,0.0
12/04/2018,1241,21,13.4,15,2.7,2000,-12.7,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
12/04/2018,1142,22,13.5,15,2.2,2000,-12.6,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
12/04/2018,772,23,12.6,16,1.7,2000,-12.6,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
13/04/2018,432,1,10.0,23,0.7,2000,-10.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
13/04/2018,368,6,8.3,35,0.3,2000,-6.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
13/04/2018,1095,12,18.2,15,1.6,2000,-8.9,2.27,0.0,0.0,1,1,0.0,1.0,0.0,0.0
13/04/2018,973,13,19.0,15,1.4,2000,-8.2,2.02,0.0,0.0,1,1,0.0,1.0,0.0,0.0
13/04/2018,849,23,15.5,27,3.5,2000,-3.4,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
14/04/2018,664,0,14.8,27,2.1,2000,-4.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
14/04/2018,253,2,13.5,27,1.6,2000,-5.1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
14/04/2018,62,3,12.1,41,1.0,2000,-0.7,0.0,0.2,0.0,1,1,0.0,1.0,0.0,0.0
14/04/2018,17,8,7.7,88,1.4,516,5.8,0.08,1.0,0.0,1,1,0.0,1.0,0.0,0.0
14/04/2018,445,16,8.9,87,1.8,2000,6.8,0.32,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/04/2018,401,8,7.0,78,0.9,656,3.4,0.56,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/04/2018,582,10,10.3,62,2.1,914,3.3,1.76,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/04/2018,1105,12,12.5,53,3.4,1324,3.1,2.52,0.0,0.0,1,1,0.0,1.0,0.0,0.0
15/04/2018,42,17,11.8,60,2.9,1457,4.2,0.6,0.0,0.0,1,1,0.0,1.0,0.0,0.0
16/04/2018,401,0,8.3,59,2.1,1912,0.7,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
16/04/2018,75,4,5.9,68,0.7,1590,0.4,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
16/04/2018,1049,7,5.0,67,1.0,1774,-0.6,0.18,0.0,0.0,1,1,0.0,1.0,0.0,0.0
16/04/2018,1713,8,6.9,54,0.7,1706,-1.7,0.85,0.0,0.0,1,1,0.0,1.0,0.0,0.0
16/04/2018,1452,16,18.5,24,3.0,1773,-2.4,2.27,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/04/2018,237,2,8.4,45,0.9,1987,-2.8,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/04/2018,110,4,7.6,52,0.4,1935,-1.6,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/04/2018,143,5,7.4,56,0.6,1746,-0.8,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/04/2018,1112,12,18.0,26,2.2,1459,-1.8,3.03,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/04/2018,1727,18,17.1,31,3.3,1501,-0.1,0.93,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/04/2018,1290,20,12.5,31,3.8,1746,-4.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
17/04/2018,1071,22,11.0,34,1.2,1529,-4.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
18/04/2018,375,1,8.9,45,2.1,1456,-2.4,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
18/04/2018,105,4,7.2,49,0.8,1546,-2.8,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
18/04/2018,1738,17,17.8,26,3.3,1439,-1.9,1.63,0.0,0.0,1,1,0.0,1.0,0.0,0.0
18/04/2018,842,19,14.7,40,2.4,1207,1.2,0.21,0.0,0.0,1,1,0.0,1.0,0.0,0.0
18/04/2018,1209,21,12.1,40,2.0,1308,-1.1,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/04/2018,520,0,9.8,44,1.4,1268,-1.8,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/04/2018,42,1,9.3,45,0.8,1263,-2.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/04/2018,206,3,8.6,53,1.5,1185,-0.4,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/04/2018,20,8,9.6,39,0.8,1003,-3.7,0.79,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/04/2018,795,11,16.1,23,2.5,1361,-5.0,2.52,0.0,0.0,1,1,0.0,1.0,0.0,0.0
19/04/2018,1313,20,15.5,38,1.7,745,1.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
20/04/2018,436,1,11.8,60,0.2,918,4.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
20/04/2018,414,6,11.2,63,0.7,821,4.4,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
20/04/2018,1019,12,22.5,33,1.8,894,5.4,2.88,0.0,0.0,1,1,0.0,1.0,0.0,0.0
20/04/2018,891,23,17.3,57,0.6,807,8.6,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/04/2018,707,0,16.3,59,0.2,756,8.2,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/04/2018,307,3,14.2,62,1.4,583,7.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/04/2018,872,11,23.1,19,2.0,1172,-1.8,2.85,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/04/2018,1130,12,24.3,14,3.3,1701,-4.9,3.19,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/04/2018,1730,15,25.0,13,4.1,2000,-5.3,2.98,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/04/2018,2032,17,23.2,12,3.6,2000,-7.8,1.69,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/04/2018,1581,20,19.1,18,1.2,2000,-5.8,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
21/04/2018,1292,22,16.7,28,1.0,1996,-1.9,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
22/04/2018,578,1,15.9,39,0.2,2000,1.9,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
22/04/2018,278,7,15.0,41,0.3,2000,1.8,0.12,0.0,0.0,1,1,0.0,1.0,0.0,0.0
22/04/2018,486,10,16.3,62,0.8,1639,8.9,0.27,0.3,0.0,1,1,0.0,1.0,0.0,0.0
22/04/2018,424,11,17.4,54,0.9,1840,7.9,0.51,0.0,0.0,1,1,0.0,1.0,0.0,0.0
22/04/2018,842,13,20.5,35,1.1,2000,4.4,1.13,0.0,0.0,1,1,0.0,1.0,0.0,0.0
22/04/2018,234,15,19.6,44,2.4,1885,7.0,0.47,0.2,0.0,1,1,0.0,1.0,0.0,0.0
22/04/2018,13,22,11.6,89,2.0,469,9.8,0.0,4.0,0.0,1,1,0.0,1.0,0.0,0.0
23/04/2018,2,4,9.5,95,2.4,410,8.7,0.0,3.5,0.0,1,1,0.0,1.0,0.0,0.0
23/04/2018,6,5,9.2,95,2.3,404,8.4,0.0,2.5,0.0,1,1,0.0,1.0,0.0,0.0
23/04/2018,9,9,8.5,95,2.6,447,7.7,0.1,8.0,0.0,1,1,0.0,1.0,0.0,0.0
23/04/2018,50,19,9.4,95,1.8,531,8.6,0.03,1.5,0.0,1,1,0.0,1.0,0.0,0.0
23/04/2018,233,23,9.8,87,1.9,2000,7.7,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0
